angle,distFromStart,distRaced,fuel,gear,racePos,rpm,speedX,speedY,speedZ,trackPos,z,accel,brake,gear.1,steer,clutch,focus.1,meta,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,opponents_0,opponents_1,opponents_2,opponents_3,opponents_4,opponents_5,opponents_6,opponents_7,opponents_8,opponents_9,opponents_10,opponents_11,opponents_12,opponents_13,opponents_14,opponents_15,opponents_16,opponents_17,opponents_18,opponents_19,opponents_20,opponents_21,opponents_22,opponents_23,opponents_24,opponents_25,opponents_26,opponents_27,opponents_28,opponents_29,opponents_30,opponents_31,opponents_32,opponents_33,opponents_34,opponents_35,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,focus_0,focus_1,focus_2,focus_3,focus_4
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6026952135831207,-3.011851859196743,0.0,-3.9283239074511784,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6026952135831207,-3.011851859196743,0.0,-3.9283239074511784,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6026952135831207,-3.011851859196743,0.0,-3.8639059662164987,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6026952135831207,-3.011851859196743,0.0,-3.797627409403771,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6026952135831207,-3.011851859196743,0.0,-3.7301331094576597,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6026952135831207,-3.011851859196743,0.0,-3.6613937006019963,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.602446114538273,-3.011851859196743,0.0,-3.5913974365263135,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6021970154934253,-3.011851859196743,0.0,-3.520120824609675,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.6021970154934253,-3.011851859196743,0.0,-3.447557991696849,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
-0.2316908720249312,2.5076139311557366,-1.425420345648748,1.601947916448613,-3.011851859196743,0.0,-3.373673698856431,-3.2037092785939394,-0.260889629587412,0.10051967275152286,0.7599081423007342,1.5766765852575295,0.3925782050226725,0.0,-2.2329752249284742,0.3087126914864498,0.0,0.0,0.0,-0.5775494621775628,-0.5848595847412819,-0.5948133736273232,-0.6076921501359547,-0.6227650696639133,-0.6023326820849834,-0.5842577646523305,-0.4921110603852314,-0.44058176095484947,1.777589573357202,1.074306024277703,0.4289624779752588,0.43537123954930945,0.4059656193957436,0.8888537322646591,0.9143913671686165,0.9112410173126272,0.9051258543587102,0.8972513690656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201096372860755,-3.2015337841039546,-3.2257031151588658,-3.2253438244476635,-0.11892192397280843,-0.12087439282210222,-0.12045757140161945,-0.12005209400980849,-0.12008397739629985
