angle,curLapTime,damage,distFromStart,distRaced,focus,fuel,gear,lastLapTime,opponents,racePos,rpm,speedX,speedY,speedZ,track,trackPos,wheelSpinVel,z,parser,actions,accel,brake,gear,steer,clutch,focus,meta
-0.0796738,12.97,0,353.457,378.454,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.716,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,9075.36,166.62,-3.87376,-0.0774901,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",-1.03873,"[141.788, 138.076, 145.095, 142.983]",0.324635,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.0902903,12.99,0,354.382,379.379,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7154,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,9090.6,166.752,-4.90265,-0.111359,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",-1.02983,"[141.321, 138.805, 144.773, 143.818]",0.323925,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.0973737,13.01,0,355.307,380.304,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7152,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8826.5,166.625,-5.15484,-0.117072,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",-1.02007,"[140.872, 139.221, 141.198, 139.042]",0.323208,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.102156,13.03,0,356.23,381.227,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7149,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8809.3,166.374,-5.00608,-0.152316,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",-1.00943,"[140.407, 139.281, 140.721, 138.957]",0.322388,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.105473,13.05,0,357.152,382.148,"[67.897, 66.1228, 64.2253, 62.1792, 59.946]",93.7147,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8800.57,166.126,-4.6171,-0.155354,"[12.0545, 12.1355, 13.1176, 15.4157, 20.3733, 27.3035, 33.3849, 43.3764, 72.6307, 64.2253, 51.0366, 0.180437, 0.0799737, 0.0516236, 0.0306642, 0.0198035, 0.0153989, 0.0133409, 0.0125208]",-0.997925,"[140.016, 139.248, 140.345, 139.058]",0.321701,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.10779,13.07,0,358.071,383.068,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7145,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8786.52,165.888,-4.13066,-0.178921,"[11.983, 12.0561, 13.0232, 15.2918, 20.1832, 27.0067, 32.98, 42.7637, 71.7861, 63.5192, 50.8924, 1.29771, 0.564194, 0.362214, 0.214265, 0.13805, 0.107219, 0.0928151, 0.0870531]",-0.985575,"[139.706, 139.163, 140.059, 138.897]",0.322403,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.109424,13.09,0,358.989,383.985,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7143,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8777.86,165.65,-3.60237,-0.18912,"[11.9062, 11.9737, 12.928, 15.1711, 20.0055, 26.74, 32.6252, 42.2442, 70.8876, 62.7396, 50.5566, 2.5366, 1.08731, 0.695324, 0.410101, 0.263785, 0.204701, 0.177103, 0.166032]",-0.972493,"[139.419, 139.043, 139.762, 138.915]",0.323322,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.110611,13.11,0,359.905,384.902,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.714,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8766.69,165.417,-3.08526,-0.197874,"[11.8246, 11.8879, 12.8311, 15.0509, 19.8338, 26.4896, 32.2989, 41.7793, 69.9559, 61.9155, 50.1108, 3.87736, 1.64448, 1.0486, 0.617122, 0.396459, 0.307471, 0.265908, 0.249204]",-0.95872,"[139.172, 138.9, 139.576, 138.749]",0.324005,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.111419,13.13,0,360.819,385.816,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7138,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8755.18,165.186,-2.60443,-0.223109,"[11.739, 11.7994, 12.7326, 14.9309, 19.6668, 26.2526, 31.996, 41.3789, 68.997, 61.0556, 49.583, 5.2924, 2.2281, 1.41792, 0.833238, 0.534852, 0.414629, 0.358479, 0.335884]",-0.944366,"[138.931, 138.749, 139.279, 138.678]",0.325245,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.112042,13.15,0,361.732,386.729,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7136,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8746.22,164.954,-2.16682,-0.213093,"[11.6501, 11.7081, 12.6318, 14.8094, 19.5, 26.0193, 31.701, 41.0461, 68.0262, 60.1807, 49.0162, 6.77295, 2.83498, 1.80134, 1.05734, 0.678263, 0.525635, 0.454355, 0.425642]",-0.929504,"[138.716, 138.575, 139.15, 138.524]",0.325867,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.112461,13.17,0,362.643,387.64,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7133,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8732.14,164.726,-1.79126,-0.245617,"[11.5582, 11.6145, 12.5293, 14.6871, 19.3344, 25.7912, 31.4161, 40.8077, 67.0423, 59.2893, 48.4115, 8.2985, 3.45986, 2.19609, 1.28805, 0.825899, 0.63991, 0.553054, 0.518043]",-0.914205,"[138.499, 138.408, 138.861, 138.371]",0.327446,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.112811,13.19,0,363.553,388.549,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7131,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8723.75,164.495,-1.46607,-0.237628,"[11.4642, 11.519, 12.425, 14.563, 19.1673, 25.5624, 31.1316, 40.6791, 66.0555, 58.3947, 47.7928, 9.86735, 4.10033, 2.60034, 1.52415, 0.976936, 0.756797, 0.653997, 0.612536]",-0.89856,"[138.3, 138.219, 138.736, 138.222]",0.32811,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.11307,13.21,0,364.461,389.458,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7129,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8709.76,164.269,-1.19434,-0.255953,"[11.3682, 11.4217, 12.3193, 14.4377, 18.9996, 25.3345, 30.8497, 40.7418, 65.0638, 57.4947, 47.1575, 11.4669, 4.75325, 3.01245, 1.76486, 1.13092, 0.875964, 0.756909, 0.708872]",-0.882609,"[138.095, 138.041, 138.478, 138.049]",0.329735,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.113275,13.23,0,365.368,390.364,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7127,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8699.32,164.041,-0.974154,-0.313386,"[11.2708, 11.3232, 12.2123, 14.3112, 18.8311, 25.1063, 30.5686, 41.2455, 64.07, 56.5926, 46.5118, 13.0915, 5.416, 3.4307, 2.00913, 1.28717, 0.996883, 0.861332, 0.806622]",-0.866425,"[137.907, 137.854, 138.337, 137.843]",0.330528,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.113423,13.25,0,366.273,391.27,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7124,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8687.01,163.815,-0.784894,-0.35176,"[11.1722, 11.2237, 12.1045, 14.1841, 18.6623, 24.8789, 30.2893, 69.0703, 63.0737, 55.6878, 45.8551, 14.7302, 6.08525, 3.85319, 2.25593, 1.44506, 1.11908, 0.966866, 0.905415]",-0.850067,"[137.707, 137.671, 138.139, 137.666]",0.331657,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.113563,13.27,0,367.177,392.174,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7122,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8670.44,163.593,-0.634624,-0.430965,"[11.0726, 11.1233, 11.9956, 14.0559, 18.4921, 24.6498, 30.0081, 68.0376, 62.0784, 54.785, 45.1951, 16.3907, 6.76208, 4.28025, 2.5053, 1.60456, 1.24252, 1.07346, 1.00519]",-0.833547,"[137.522, 137.481, 137.856, 137.416]",0.332314,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.113757,13.29,0,368.08,393.076,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.712,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8659.71,163.368,-0.520692,-0.495344,"[10.9723, 11.022, 11.8858, 13.9262, 18.3195, 24.4166, 29.7211, 67.0087, 61.0886, 53.8895, 44.5394, 18.087, 7.44785, 4.71201, 2.75702, 1.76542, 1.36694, 1.18087, 1.10572]",-0.816905,"[137.336, 137.286, 137.679, 137.255]",0.332664,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.113972,13.31,0,368.981,393.978,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7117,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8648.22,163.143,-0.432322,-0.564425,"[10.8715, 10.9201, 11.7751, 13.7955, 18.1454, 24.1812, 29.4312, 65.981, 60.1015, 52.9977, 43.8829, 19.8111, 8.14069, 5.14754, 3.01064, 1.92739, 1.49218, 1.28897, 1.20687]",-0.800161,"[137.152, 137.096, 137.537, 137.026]",0.332775,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.114211,13.33,0,369.881,394.878,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7115,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8637.56,162.917,-0.362433,-0.593401,"[10.7702, 10.8177, 11.6639, 13.664, 17.9701, 23.9438, 29.1386, 64.9547, 59.1172, 52.1096, 43.2253, 21.5629, 8.83984, 5.58623, 3.26576, 2.0902, 1.61803, 1.39756, 1.30845]",-0.783346,"[136.961, 136.9, 137.338, 136.886]",0.332726,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.114459,13.35,0,370.78,395.776,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7113,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8627,162.692,-0.307289,-0.618936,"[10.6686, 10.7149, 11.5522, 13.532, 17.794, 23.7054, 28.8446, 63.929, 58.1345, 51.2238, 42.5652, 23.3392, 9.54472, 6.02787, 3.5223, 2.25381, 1.74446, 1.50664, 1.41047]",-0.766459,"[136.775, 136.714, 137.203, 136.69]",0.332348,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0.3], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0.3,0,0,0
-0.114713,13.37,0,371.677,396.674,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7111,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8613.39,162.469,-0.264033,-0.640353,"[10.5665, 10.6116, 11.4401, 13.3994, 17.6171, 23.4659, 28.5493, 62.9035, 57.1532, 50.3401, 41.9022, 25.1403, 10.2554, 6.47246, 3.78028, 2.41824, 1.87148, 1.6162, 1.51293]",-0.749502,"[136.586, 136.521, 136.964, 136.495]",0.332363,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0.3], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0.3,0,0,0
-0.117071,13.39,0,372.573,397.57,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7108,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8603.79,162.207,0.147255,-0.637313,"[10.4651, 10.5033, 11.3157, 13.2425, 17.3882, 23.1255, 28.1003, 62.0059, 56.323, 49.6365, 41.4655, 27.924, 11.139, 6.98727, 4.06276, 2.5925, 2.00389, 1.72913, 1.61758]",-0.732249,"[136.277, 135.637, 137.196, 135.97]",0.331909,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0.3], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0.3,0,0,0
-0.124659,13.41,0,373.467,398.463,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7106,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8582.49,161.906,0.0227099,-0.672497,"[10.3653, 10.3824, 11.1614, 13.0265, 17.0337, 22.5446, 27.2874, 61.4204, 55.8568, 49.3598, 41.5505, 30.3703, 12.5453, 7.70728, 4.4153, 2.79466, 2.15156, 1.85165, 1.7285]",-0.714152,"[136.561, 134.627, 137.529, 134.962]",0.332214,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0.3], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0.3,0,0,0
-0.136494,13.43,0,374.358,399.354,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7104,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8565.92,161.593,-0.660222,-0.688724,"[10.266, 10.2508, 10.9832, 12.765, 16.5862, 21.7921, 26.223, 61.0746, 55.6646, 49.3938, 41.9807, 32.2312, 14.6389, 8.67181, 4.84632, 3.02745, 2.31605, 1.9849, 1.8467]",-0.695079,"[136.876, 133.85, 137.773, 134.191]",0.331947,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0.3], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0.3,0,0,0
-0.151261,13.45,0,375.247,400.243,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7101,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8539.74,161.276,-1.70594,-0.722629,"[10.1654, 10.1111, 10.7886, 12.4747, 16.0845, 20.9488, 25.0349, 60.8781, 55.6382, 49.6056, 42.5793, 33.8399, 17.6825, 9.92594, 5.36188, 3.29228, 2.49825, 2.12974, 1.97315]",-0.674896,"[136.962, 133.207, 137.75, 133.399]",0.332314,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.168015,13.47,0,376.132,401.129,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7099,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8515.65,160.939,-2.98687,-0.780266,"[10.0628, 9.96493, 10.5832, 12.1673, 15.5557, 20.0693, 23.8087, 32.0893, 55.7024, 49.906, 43.2389, 35.2577, 22.199, 11.5452, 5.97137, 3.59103, 2.69905, 2.28686, 2.10855]",-0.653524,"[136.876, 132.623, 137.633, 132.739]",0.332497,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
-0.185288,13.49,0,377.015,402.012,"[-1.0, -1.0, -1.0, -1.0, -1.0]",93.7097,3,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",1,8489.64,160.616,-4.60347,-0.808987,"[9.95606, 9.81436, 10.3737, 11.8575, 15.032, 19.2145, 22.6341, 28.6773, 55.7589, 50.1831, 43.8349, 36.435, 26.6393, 13.5811, 6.67186, 3.92106, 2.91713, 2.45573, 2.25292]",-0.630941,"[137.186, 132.826, 137.302, 132.256]",0.332573,<msgParser.MsgParser object at 0x0000029B81458D60>,"{'accel': [0], 'brake': [0], 'gear': [3], 'steer': [0], 'clutch': [0.0], 'focus': [0], 'meta': [0]}",0,0,3,0,0,0,0
